Router Name,Country Code,Bandwidth (KB/s),Uptime (Hours),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit,FirstSeen,ASName,ASNumber,ConsensusBandwidth,OrAddress
Ut5uvfw1GIgTI,RU,6,190,178.162.34.120,lan-34-120.users.mns.ru,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-02-16,CREDOLINK-ASN St.-Petersburg- RU,20807,78,None
Vaga153,RU,6,1770,85.143.202.64,85.143.202.64,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-08-03,GLAVTEL - RU,203004,1,None
Viscofresh05,GB,6,423,149.18.14.119,149.18.14.119.bcube.co.uk,29001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.11 on Linux,0,0,2016-08-11,BCUBE-AS - GB,56478,20,None
voidray,FR,6,37,163.172.56.248,0day.rocks,8443,8080,0,0,1,0,0,0,1,1,1,Tor 0.2.9.8 on Linux,0,0,2017-01-02,AS12876 - FR,12876,20,None
WalkAway,UA,6,513,176.38.157.38,host-176-38-157-38.la.net.ua,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.8.10 on FreeBSD,0,0,2014-12-14,LANETUA-AS - UA,39608,37,None
ZodiacBogartService,SE,6,10,91.240.67.131,91.240.67.131,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-08-21,OBENETWORK - SE,197595,88,None
50bd7E69381d74EEc29,TW,5,39,118.167.44.78,118-167-44-78.dynamic.hinet.net,443,80,0,0,1,0,0,0,1,1,1,Tor 0.2.9.8 on Linux,0,0,2017-01-02,HINET Data Communication Business Group- TW,3462,20,None
alfredjkwak,GB,5,3,46.101.71.182,46.101.71.182,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.9.8 on FreeBSD,0,0,2016-05-14,DIGITALOCEAN-GERMANY - DE,201229,93,None
anpanman98,JP,5,196,183.181.58.166,v-183-181-58-166.ub-freebit.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2015-08-29,FBDC FreeBit Co.-Ltd.- JP,10013,45,None
atio,NL,5,198,84.245.27.67,84-245-27-67.dsl.cambrium.nl,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.10 on Linux,0,0,2016-12-27,CAMBRIUM-AS - NL,25596,35,None
baTORman,DE,5,799,93.195.31.139,p5DC31F8B.dip0.t-ipconnect.de,9666,9830,0,0,1,0,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-06-01,DTAG Internet service provider operations- DE,3320,42,None
berthold,FR,5,85,91.121.16.67,berthold.shebang.ws,9831,None,0,0,0,0,0,1,1,1,0,Tor 0.2.9.8 on Linux,0,0,2013-01-31,OVH - FR,16276,24,None
BSDNow2016,CA,5,1676,158.69.218.78,78.ip-158-69-218.net,8000,None,0,1,0,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2015-12-14,OVH - FR,16276,10,None
cgRelay01,DE,5,2317,46.182.19.231,231-19-182-46.NbIServ.com,9035,None,0,0,1,0,0,1,1,1,0,Tor 0.2.4.27 on Linux,0,0,2016-01-29,NBISERV-AS - DE,43847,191,None
dannymx,US,5,6754,209.141.50.138,209.141.50.138,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.5.8-rc on Linux,0,0,2016-03-28,PONYNET - FranTech Solutions- US,53667,31,None
darthsidious,DE,5,6,87.150.168.47,p5796A82F.dip0.t-ipconnect.de,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.8.9 on Linux,0,0,2015-12-10,DTAG Internet service provider operations- DE,3320,21,None
default,VN,5,856,42.112.16.42,42.112.16.42,443,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.4.23 on Windows 7 [server],0,0,2015-07-22,FPT-AS-AP The Corporation for Financing & Promoting Technology- VN,18403,2,None
DesolationRow,BR,5,107,152.249.147.96,152-249-147-96.user.vivozap.com.br,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-06-02,TELEFÔNICA BRASIL S.A- BR,27699,104,None
DexterMcLex,CH,5,8,179.43.151.226,179.43.151.226,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-12-27,PLI-AS - CH,51852,1360,None
duruy,VN,5,6754,125.212.217.197,125.212.217.197,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.6.10 on Linux,0,0,2016-03-28,VIETEL-AS-AP Viettel Corporation- VN,7552,61,None
earthling,AT,5,1507,80.73.242.142,ip-80-73-242-142.cyberservice.net,443,80,0,0,0,0,0,1,1,1,1,Tor 0.2.8.8 on Linux,0,0,2014-02-15,CYBERSERVICE-AT Lisseeweg 1- AT,21213,20,None
elkx,EE,5,1351,185.7.254.67,185.7.254.67,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-04-16,ELKDATA - EE,61189,23,None
FloAtNode,DE,5,16,84.168.220.200,p54A8DCC8.dip0.t-ipconnect.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.8.9 on Linux,0,0,2016-10-16,DTAG Internet service provider operations- DE,3320,37,None
hontor,JP,5,970,153.218.45.182,p14182-ipngn4301hodogaya.kanagawa.ocn.ne.jp,9001,9030,0,1,0,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2016-10-21,OCN NTT Communications Corporation- JP,4713,5,None
IWantToDie,FR,5,28,163.172.151.60,60-151-172-163.rev.cloud.scaleway.com,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.8.11 on Linux,0,0,2017-01-03,AS12876 - FR,12876,20,None
LittleWhinging,DE,5,319,89.22.97.58,littlewhinging.ewak.net,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2013-01-23,EU-CLANOTOPIA - DE,31342,21,None
lixiangting,SG,5,669,163.44.149.31,v163-44-149-31.a00a.g.sin1.static.cnode.io,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.9 on Linux,0,0,2016-12-07,GMO-Z-COM GMO-Z.COM PTE. LTD.- SG,59349,58,None
localhost,FR,5,13,178.33.188.147,178.33.188.147,444,None,0,0,0,0,0,0,1,1,0,Tor 0.2.4.27 on Linux,0,0,2016-06-19,OVH - FR,16276,20,None
merendon,NL,5,16,37.34.52.118,perdomo.me,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.8 on Linux,0,0,2014-06-15,XL-AS - NL,35470,124,None
NerdyBloke,GB,5,32,212.159.177.198,host-212-159-177-198.static.as13285.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.3.0.1-alpha on Linux,0,0,2014-04-08,TISCALI-UK ISP Network- UK- GB,9105,38,[2001:470:1f08:d10::2]:9001
OmfgRlyT,RU,5,232,37.204.51.117,broadband-37.204-51-117.nationalcablenetworks.ru,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.7.5 on Linux,0,0,2015-12-09,NCNET-AS - RU,42610,24,None
onemorerasptorrelay,DE,5,238,188.193.107.7,ipbcc16b07.dynamic.kabel-deutschland.de,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2016-03-24,KABELDEUTSCHLAND-AS - DE,31334,42,None
privtf,SG,5,927,103.35.56.22,sg.relay.priv.tf,443,80,0,0,1,0,0,1,1,1,1,Tor 0.2.8.6 on Linux,0,0,2016-08-18,LSW-SG Leaseweb Asia Pacific pte. ltd.- SG,59253,84,[2a02:2ca0:3a::1a10:f1f1]:443
relay421,DE,5,54,217.160.178.10,gollum.pgxml.net,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.4.27 on Linux,0,0,2015-03-20,ONEANDONE-AS Brauerstrasse 48- DE,8560,140,None
Reptilicus,DK,5,469,80.71.131.57,80-71-131-57.u.parknet.dk,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.8.9 on Linux,0,0,2015-02-25,PARKNET-AS - DK,197301,26,None
rueckgrat,DE,5,351,78.47.148.174,gamma.rueckgr.at,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2014-04-09,HETZNER-AS - DE,24940,31,None
sharktor,AT,5,233,81.10.140.6,cm140-6.liwest.at,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-11-04,LIWEST-AT Linz- Austria- AT,12605,25,None
smellysneakers,US,5,384,50.177.41.114,c-50-177-41-114.hsd1.ma.comcast.net,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.10 on FreeBSD,0,0,2016-09-27,COMCAST-7922 - Comcast Cable Communications- LLC- US,7922,13,None
snarltorrelay,DE,5,658,78.46.90.23,snarl.de,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.8.10 on Linux,0,0,2016-03-14,HETZNER-AS - DE,24940,17,None
StrasbourgFR,FR,5,440,92.222.69.173,173.ip-92-222-69.eu,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.11 on Linux,0,0,2016-04-29,OVH - FR,16276,23,None
Sykotik01,RU,5,248,109.68.191.133,tn1ru1.sykotik.org,2200,2201,0,0,1,0,0,0,1,1,1,Tor 0.2.4.20 on Linux,0,0,2016-04-18,TCTEL - RU,52201,48,None
TheLeonardNimoy,US,5,391,198.74.61.51,slact.net,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.8.9 on Linux,0,0,2015-03-17,LINODE-AP Linode- LLC- US,63949,33,None
TitounNet,FR,5,135,213.167.242.183,mail.jihemel.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.8 on Linux,0,0,2016-03-08,GANDI-AS Domain name registrar - http://www.gandi.net- FR,29169,51,None
TorrY,DE,5,2,77.177.212.123,x4db1d47b.dyn.telefonica.de,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-09-19,TDDE-ASN1 - DE,6805,88,None
TorUpcW19,AT,5,256,62.178.246.58,62.178.246.58,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2016-06-02,LGI-UPC formerly known as UPC Broadband Holding B.V.- AT,6830,32,None
torvlhdk,DK,5,6,90.184.239.154,0170000113.2.fullrate.ninja,2001,2030,0,0,1,0,0,1,1,1,1,Tor 0.2.8.12 on Linux,0,0,2015-09-18,FULLRATE - DK,39554,25,None
Unnamed,FR,5,3206,212.83.143.46,pf1.bizarro.org.uk,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-04-03,AS12876 - FR,12876,21,None
Unnamed,US,5,4013,68.48.85.151,c-68-48-85-151.hsd1.mi.comcast.net,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.4.27 on Linux,0,0,2013-03-07,COMCAST-7922 - Comcast Cable Communications- LLC- US,7922,48,None
Unnamed,DE,5,40,188.192.139.97,ipbcc08b61.dynamic.kabel-deutschland.de,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.8.10 on Linux,0,0,2017-01-02,KABELDEUTSCHLAND-AS - DE,31334,20,None
Unnamed,US,5,295,76.167.215.227,cpe-76-167-215-227.san.res.rr.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2013-06-29,ROADRUNNER-WEST - Time Warner Cable Internet LLC- US,20001,46,None
Unnamed,US,5,20,173.73.72.39,pool-173-73-72-39.washdc.fios.verizon.net,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.9.8 on Linux,0,0,2014-04-10,UUNET - MCI Communications Services- Inc. d/b/a Verizon Business- US,701,26,None
Unnamed,US,5,7694,139.162.44.128,li1457-128.members.linode.com,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-02-17,LINODE-AP Linode- LLC- US,63949,40,None
visualblind,US,5,17,47.156.23.129,47.156.23.129,9001,9030,0,0,0,0,0,0,1,1,1,Tor 0.2.7.6 on Linux,0,0,2017-01-03,FRONTIER-FRTR - Frontier Communications of America- Inc.- US,5650,20,None
WestCoastTor07,US,5,457,108.184.5.20,cpe-108-184-5-20.socal.res.rr.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.11 on Linux,0,0,2016-07-22,ROADRUNNER-WEST - Time Warner Cable Internet LLC- US,20001,80,None
XorpTor,HU,5,19,188.143.90.124,188-143-90-124.pool.digikabel.hu,9001,None,0,1,0,0,0,0,1,1,0,Tor 0.2.9.8 on Linux,0,0,2016-09-30,DIGICABLE - HU,20845,20,None
yinshuaiyinshuai666,US,5,141,47.90.45.41,47.90.45.41,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-12-24,CNNIC-ALIBABA-CN-NET-AP Alibaba (China) Technology Co.- Ltd.- CN,45102,100,None
anonymousrelay,DE,4,108,31.214.240.233,31.214.240.233,443,None,0,0,1,0,0,0,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-11-21,ACTIVE-SERVERS active-servers.com- DE,197071,20,None
blah,AU,4,2036,45.32.246.32,45.32.246.32.vultr.com,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.8 on Linux,0,0,2016-10-11,AS-CHOOPA - Choopa- LLC- US,20473,57,None
byronical,NZ,4,318,121.73.83.192,121-73-83-192.cable.telstraclear.net,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2014-05-18,CLIX-NZ TelstraClear Ltd- NZ,4768,31,None
CherryBomb,HK,4,2995,121.54.175.50,121.54.175.50,443,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2014-04-29,SUNHK-DATA-AS-AP Sun Network (Hong Kong) Limited - HongKong Backbone- HK,38197,1,None
chewbacka,SE,4,2691,178.174.180.56,178.174.180.56,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-02-16,TYFON Tyfon Svenska AB - Sweden- SE,21250,34,None
copr,US,4,2007,168.235.69.79,168.235.69.79,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2015-10-13,RAMNODE - RamNode LLC- US,3842,23,None
dcdc81,US,4,3219,199.19.84.28,199.19.84.28,9001,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.7.6 on Darwin,0,0,2016-05-06,SWITCH-LTD - SWITCH- LTD- US,23005,35,None
default,HU,4,46,46.139.160.38,2E8BA026.catv.pool.telekom.hu,443,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.4.23 on Windows 7,0,0,2016-09-04,HTC-AS Magyar Telekom Nyrt.- HU,5483,9,None
default,VN,4,120,42.112.16.200,42.112.16.200,443,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.4.23 on Windows 7 [server],0,0,2015-07-22,FPT-AS-AP The Corporation for Financing & Promoting Technology- VN,18403,1,None
georgeTORwell,CA,4,47,65.92.162.182,mtrlpq2853w-lp130-01-65-92-162-182.dsl.bell.ca,8080,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.5.12 on Linux,0,0,2017-01-02,BACOM - Bell Canada- CA,577,20,None
grepular3,US,4,368,159.203.251.236,tor3.grepular.com,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-12-19,DIGITALOCEAN-ASN - Digital Ocean- Inc.- US,14061,48,None
ididnteditheconfig,US,4,311,166.70.15.14,tor-ex.it.cx,443,21,0,0,0,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2009-10-27,XMISSION - XMission- L.C.- US,6315,1,None
ididnteditheconfig,RU,4,114,93.80.18.145,93-80-18-145.broadband.corbina.ru,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-09-25,CORBINA-AS OJSC _Vimpelcom_- RU,8402,20,None
ididnteditthis,FI,4,845,82.181.212.106,82-181-212-106.bb.dnainternet.fi,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-02-20,DNA - FI,16086,12,None
imaneviltorrelay,GB,4,108,82.69.76.35,82-69-76-35.dsl.in-addr.zen.co.uk,10405,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2015-11-17,ZEN-AS Moss Bridge Road- GB,13037,37,None
jayjay,DE,4,2,88.217.7.183,ppp-88-217-7-183.dynamic.mnet-online.de,9035,9040,0,0,1,0,0,0,1,1,1,Tor 0.2.8.9 on Linux,0,0,2014-10-05,MNET-AS Germany- DE,8767,20,None
levititan,AM,4,16,46.162.192.166,host-166.192.162.46.ucom.am,443,80,0,0,1,0,0,0,1,1,1,Tor 0.2.8.12 on Linux,0,0,2017-01-02,ORG-UL31-RIPE - AM,44395,20,None
nono,NL,4,1961,176.56.237.191,176.56.237.191,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2014-06-14,ASN-ROUTELABEL - NL,198203,42,None
OptiplexOnion,US,4,27,50.243.131.18,50-243-131-18-static.hfc.comcastbusiness.net,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-10-29,COMCAST-7922 - Comcast Cable Communications- LLC- US,7922,20,None
phasenraum,DE,4,39,80.131.255.192,p5083FFC0.dip0.t-ipconnect.de,9001,9030,0,0,0,0,0,0,1,1,1,Tor 0.2.8.11 on Linux,0,0,2016-09-05,DTAG Internet service provider operations- DE,3320,25,None
robindrop,US,4,3693,45.55.212.217,droplet.robindrop.com,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.6.8 on Linux,0,0,2015-09-05,DIGITALOCEAN-ASN-NY3 - Digital Ocean- Inc.- US,393406,21,None
rymndbjcyirjoytu,CA,4,19,45.58.245.134,host-45-58-245-134.dyn.295.ca,80,None,0,0,0,0,0,0,1,1,0,Tor 0.2.8.12 on Linux,0,0,2015-09-23,295CA-TOR-ASN - FIBERNETICS CORPORATION- CA,36493,24,None
skopelitis,GB,4,151,83.167.185.35,kiben.net,9333,None,0,0,1,0,0,1,1,1,0,Tor 0.2.9.8 on Linux,0,0,2014-04-09,AWELL-WIRELESS-AS RedrawInternet.Com- GB,31595,23,None
soltor0,US,4,8127,206.55.74.0,tor0.proxy.sol.net,443,80,0,1,1,0,0,1,1,1,1,Tor 0.2.7.6 on FreeBSD,0,0,2016-01-26,ASN-SOL - sol.net Network Services- US,14536,378,None
synrelay,DE,4,24,87.174.219.83,p57AEDB53.dip0.t-ipconnect.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.6.10 on Linux,0,0,2014-11-05,DTAG Internet service provider operations- DE,3320,20,None
TastyCucumber,SE,4,411,90.230.158.145,90-230-158-145-no86.tbcn.telia.com,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.4.27 on Linux,0,0,2015-10-26,TELIANET-SWEDEN - SE,3301,350,None
terra,CA,4,328,74.116.186.120,dsl.static-186-116-74-120.electronicbox.net,443,None,0,0,0,0,0,1,1,1,0,Tor 0.2.9.8 on Linux,0,0,2014-04-08,EBOX - EBOX- CA,1403,8,None
TheBlackRelay,IT,4,108,95.235.212.225,host225-212-dynamic.235-95-r.retail.telecomitalia.it,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.8.9 on Linux,0,0,2016-04-02,ASN-IBSNAZ - IT,3269,44,None
TorKabsiBAG,AT,4,256,81.217.187.6,h081217187006.dyn.cm.kabsi.at,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.10 on Linux,0,0,2015-04-23,KABSI-AS - AT,8339,23,None
tortest2041,CA,4,96,96.20.1.84,modemcable084.1-20-96.mc.videotron.ca,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.7.6 on Linux,0,0,2016-05-26,VIDEOTRON - Videotron Telecom Ltee- CA,5769,90,None
totoxx01,FR,4,20,77.151.20.214,214.20.151.77.rev.sfr.net,443,9030,0,1,0,0,0,0,1,1,1,Tor 0.2.8.7 on Windows 8,0,0,2016-10-25,LDCOMNET - FR,15557,20,None
trusty,DE,4,35,5.9.44.3,static.3.44.9.5.clients.your-server.de,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.9.8 on Linux,0,0,2017-01-02,HETZNER-AS - DE,24940,20,None
txtfileTorNode32768,IS,4,191,37.235.49.34,is.txtfile.eu,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.7.6 on OpenBSD,0,0,2015-11-22,THORDC-AS - IS,50613,40,[2a03:f80:354:37:235:49:34:fab]:9001
Unnamed,NL,4,2659,82.217.214.215,52D9D6D7.cm-11-1d.dynamic.ziggo.nl,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.8.7 on Linux,0,0,2016-08-22,ZIGGO Ziggo B.V.- NL,9143,11,None
Unnamed,RU,4,13,95.73.49.110,95.73.49.110,9001,9030,0,0,0,0,0,0,1,1,1,Tor 0.2.9.8 on Linux,0,0,2015-11-26,CTCNET-AS 29/2 Narodnogo Opolcheniya str.- RU,25515,25,None
Unnamed,US,4,2676,198.143.136.228,phx1-ovz-ssd.beastnode.com,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-04-18,SINGLEHOP-LLC - SingleHop- Inc.- US,32475,16,None
Unnamed,LU,4,211,80.90.43.221,80.90.43.221,45781,None,0,0,0,0,0,1,1,1,0,Tor 0.2.9.8 on Linux,0,0,2014-05-01,AS9008 Luxembourg- LU,9008,29,None
Unnamed,CA,4,274,23.91.230.222,23-91-230-222.cpe.distributel.net,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.8.10 on Linux,0,0,2016-09-30,DISTRIBUTEL-AS11814 - DISTRIBUTEL COMMUNICATIONS LTD.- CA,11814,36,None
Unnamed,BG,4,2516,185.82.217.25,jimgzu255.uaservers.net,443,80,0,0,0,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2016-09-21,ITL-BG - BG,59729,22,None
Unnamed,GB,4,63,86.170.85.9,host86-170-85-9.range86-170.btcentralplus.com,9001,None,0,0,0,0,0,0,1,1,0,Tor 0.2.9.8 on Linux,0,0,2016-12-19,BT-UK-AS BTnet UK Regional network- GB,2856,26,None
unnapi,DE,4,9,82.212.9.135,HSI-KBW-082-212-009-135.hsi.kabelbw.de,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-01-21,KABELBW-ASN - DE,29562,70,None
vpnint1,FR,4,7767,176.31.23.96,176.31.23.96,6666,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-01-30,OVH - FR,16276,32,None
XXXYYZZZ,DE,4,39,149.172.210.172,HSI-KBW-149-172-210-172.hsi13.kabel-badenwuerttemberg.de,443,9030,0,0,0,0,0,0,1,1,1,Tor 0.2.8.9 on Windows 7,0,0,2014-04-18,KABELBW-ASN - DE,29562,8,None
zanovar,US,4,1470,45.55.62.161,45.55.62.161,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.8.7 on FreeBSD,0,0,2015-12-31,DIGITALOCEAN-ASN-NY3 - Digital Ocean- Inc.- US,393406,27,None
zm,DE,4,268,144.76.30.167,mail.zuendmasse.de,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.4.27 on Linux,0,0,2014-07-07,HETZNER-AS - DE,24940,23,None
0,MY,3,263,115.133.86.243,115.133.86.243,80,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2015-07-10,TMNET-AS-AP TM Net- Internet Service Provider- MY,4788,79,None
Antigona,IT,3,5,79.137.39.39,39.ip-79-137-39.eu,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.7.6 on Linux,0,0,2017-01-02,E4A-AS - IT,34695,20,None
b0ink,AU,3,1391,111.67.27.8,mail.faerie.cx,15151,None,0,0,1,0,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2016-10-26,WEB24-VIC-AU Web24 Virtual & Dedicated hosting service provider- Melb- Australia- AU,45454,52,None
barsoom,FR,3,3036,5.39.88.54,ns343766.ip-5-39-88.eu,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.8.7 on Linux,0,0,2015-01-21,OVH - FR,16276,20,None
BitcoinFromAustria,AT,3,230,80.108.143.19,80-108-143-19.cable.dynamic.surfer.at,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.5.12 on Linux,0,0,2016-10-14,LGI-UPC formerly known as UPC Broadband Holding B.V.- AT,6830,135,None
burntout,GB,3,3529,81.95.52.68,apple.rat.burntout.org,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.5.12 on Linux,0,0,2014-07-11,AVENSYS 180 Attercliffe Road- GB,8553,27,None
CaffeineRepublic,TW,3,7,61.230.111.29,61-230-111-29.dynamic.hinet.net,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.8.8 on Linux,0,0,2016-08-09,HINET Data Communication Business Group- TW,3462,58,None
cityConnect,BE,3,106,81.247.213.137,137.213-247-81.adsl-dyn.isp.belgacom.be,9001,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.4.23 on Windows XP,0,0,2014-01-15,BELGACOM-SKYNET-AS - BE,5432,20,None
Cobies,ZA,3,27,165.255.107.53,165-255-107-53.ip.adsl.co.za,8443,80,0,0,0,0,0,0,1,1,1,Tor 0.2.8.7 on Windows 7,0,0,2016-10-13,Afrihost- ZA,37611,1,None
default,VN,3,4522,42.112.16.198,42.112.16.198,443,9030,0,0,0,0,0,1,1,1,1,Tor 0.2.4.23 on Windows 7 [server],0,0,2016-06-27,FPT-AS-AP The Corporation for Financing & Promoting Technology- VN,18403,1,None
default,FR,3,51,31.34.241.90,std93-h01-31-34-241-90.dsl.sta.abo.bbox.fr,443,None,0,0,0,0,0,0,1,1,0,Tor 0.2.8.7 on Windows 8,0,0,2016-12-18,ASN-BOUYGTEL-ISP - FR,5410,1,None
DockerTorrelay,DE,3,94,46.101.136.71,46.101.136.71,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-12-31,DIGITALOCEAN-GERMANY - DE,201229,20,None
fr32k3,DE,3,1488,185.26.156.45,alioth.uberspace.de,61679,None,0,0,0,0,0,1,1,1,0,Tor 0.2.7.6 on Linux,0,0,2016-05-05,UVENSYS - DE,58010,23,None
GanymedeElegy,US,3,345,139.162.36.4,li1449-4.members.linode.com,443,9030,0,0,1,0,0,1,1,1,1,Tor 0.2.9.8 on Linux,0,0,2016-10-18,LINODE-AP Linode- LLC- US,63949,25,None
godtfred,US,3,9,104.131.108.203,legoktm.com,9001,None,0,0,0,0,0,1,1,1,0,Tor 0.2.8.11 on Linux,0,0,2015-11-14,DIGITALOCEAN-ASN-NY3 - Digital Ocean- Inc.- US,393406,28,None
govfucker,SK,3,971,91.221.110.4,91.221.110.4,443,9030,0,1,0,0,0,1,1,1,1,Tor 0.2.4.23 on Windows XP,0,0,2016-01-12,ASSURANY - CZ,29148,47,None
grepular4,SG,3,368,128.199.170.246,tor4.grepular.com,443,None,0,0,1,0,0,1,1,1,0,Tor 0.2.5.12 on Linux,0,0,2016-12-19,DIGITALOCEAN-AS-AP Digital Ocean- Inc.- SG,133165,68,None
happynewyear,MY,3,187,124.217.254.70,124.217.254.70,14097,25197,0,0,1,0,0,0,1,1,1,Tor 0.2.7.6 on Linux,0,0,2016-12-26,PIRADIUS-AS PIRADIUS NET AS45839- MY,45839,74,None
